empresa,Nome,cpf_cnpj,data_compra,veiculo_porte,tipo_veiculo,medida_pneu,Remolde,Qnt_vendas,Vr_unitario,Vr_Total
Não,Miguel Silva,908.516.342-06,21/12/2022,grande,caminhão,215/45.17,Sim,2,180.04,360.08
Não,Maria Luísa Vargas,502.681.397-68,18/06/2023,medio,carro,165/65.14,Sim,3,153.3,459.9
Sim,Almeida,59.608.342/0001-31,22/11/2024,medio,carro,185/65.15,Não,4,205.11,820.44
Não,Thiago Marques,280.769.134-03,04/09/2022,grande,caminhão,205/45.15,Sim,4,156.5,626.0
Sim,Aparecida,73.916.485/0001-31,18/05/2023,grande,caminhão,205/60.16,Sim,1,152.22,152.22
Sim,Almeida,59.608.342/0001-31,24/09/2023,grande,caminhão,215/60.16,Sim,3,176.96,530.88
Sim,Aparecida,73.916.485/0001-31,05/12/2022,medio,carro,185/65.16,Sim,3,186.02,558.06
Sim,Lopes,71.095.846/0001-09,11/07/2023,medio,carro,195/65.13,Não,3,223.93,671.79
Sim,Lopes,71.095.846/0001-09,15/01/2025,grande,caminhão,225/70.17,Não,5,206.27,1031.35
Não,Melissa Abreu,206.453.879-83,14/05/2023,medio,carro,175/75.16,Sim,1,163.85,163.85
Sim,Aparecida,73.916.485/0001-31,23/01/2023,medio,carro,165/75.14,Não,3,222.89,668.67
Sim,Aparecida,73.916.485/0001-31,20/07/2024,grande,caminhão,205/60.15,Não,4,202.37,809.48
Sim,Cavalcante,65.098.174/0001-84,25/05/2023,medio,carro,175/75.14,Não,2,247.72,495.44
Sim,Costela,97.430.286/0001-87,27/05/2025,grande,caminhão,225/45.15,Sim,4,162.72,650.88
Sim,Lopes,71.095.846/0001-09,19/10/2024,medio,carro,175/65.15,Não,2,218.08,436.16
Não,Kevin Correia,723.981.604-40,16/05/2024,grande,caminhão,215/65.15,Sim,5,167.44,837.2
Sim,Costela,97.430.286/0001-87,26/03/2024,grande,caminhão,225/45.16,Não,5,224.51,1122.55
Não,Srta. Eduarda da Costa,248.609.751-11,08/07/2023,grande,caminhão,225/65.15,Não,6,247.97,1487.82
Não,Luara da Conceição,894.026.571-85,27/05/2024,medio,carro,175/75.16,Sim,4,180.15,720.6
Sim,Porto Ltda.,31.502.897/0001-85,03/05/2025,grande,caminhão,215/65.17,Sim,4,182.8,731.2
Sim,Dias e Filhos,32.097.465/0001-07,05/08/2022,medio,carro,185/75.14,Não,5,209.62,1048.1
Sim,Dias e Filhos,32.097.465/0001-07,20/11/2024,medio,carro,175/65.15,Sim,6,172.48,1034.88
Não,Isis Abreu,193.746.852-64,03/03/2025,medio,carro,165/75.14,Sim,6,186.43,1118.58
Sim,Aparecida,73.916.485/0001-31,18/12/2022,grande,caminhão,205/65.17,Não,3,244.57,733.71
Sim,Nascimento,04.163.295/0001-78,30/04/2025,grande,caminhão,215/65.16,Não,6,205.08,1230.48
Sim,Costela,97.430.286/0001-87,21/07/2024,medio,carro,165/75.14,Não,5,227.53,1137.65
Não,Oliver da Conceição,215.639.470-99,22/03/2023,grande,caminhão,205/60.15,Não,4,238.79,955.16
Sim,Nascimento,04.163.295/0001-78,29/01/2025,grande,caminhão,215/60.16,Não,4,231.03,924.12
Não,Jade Fogaça,039.215.786-12,25/02/2023,grande,caminhão,205/70.16,Não,3,228.55,685.65
Não,Dr. Diego Sá,935.840.716-66,24/02/2023,medio,carro,185/65.16,Sim,5,158.73,793.65
Sim,Costela,97.430.286/0001-87,27/09/2024,medio,carro,175/65.15,Não,4,236.24,944.96
Não,Júlia Novais,435.917.068-84,16/05/2024,grande,caminhão,205/65.17,Sim,2,179.31,358.62
Sim,Lopes,71.095.846/0001-09,20/10/2022,grande,caminhão,215/70.17,Sim,5,181.95,909.75
Sim,Nascimento,04.163.295/0001-78,13/08/2023,grande,caminhão,205/45.15,Sim,1,163.75,163.75
Sim,Sampaio,85.960.143/0001-06,10/02/2023,grande,caminhão,215/45.16,Não,2,234.85,469.7
Sim,Cavalcante,65.098.174/0001-84,13/01/2023,medio,carro,185/65.13,Sim,6,172.93,1037.58
Sim,Cavalcante,65.098.174/0001-84,21/03/2024,grande,caminhão,205/60.16,Sim,1,180.25,180.25
Não,Ayla Castro,198.265.430-98,23/11/2022,medio,carro,195/75.16,Sim,3,169.62,508.86
Sim,Aparecida,73.916.485/0001-31,13/08/2022,grande,caminhão,225/45.15,Sim,6,165.7,994.2
Sim,Dias e Filhos,32.097.465/0001-07,19/06/2023,medio,carro,165/65.14,Sim,4,157.33,629.32
Sim,Sampaio,85.960.143/0001-06,16/08/2023,medio,carro,185/75.13,Sim,2,176.79,353.58
Sim,Nascimento,04.163.295/0001-78,19/10/2023,medio,carro,195/75.15,Sim,1,180.29,180.29
Sim,Almeida,59.608.342/0001-31,22/05/2023,grande,caminhão,205/70.16,Sim,2,165.16,330.32
Não,Ágatha da Rocha,965.281.073-86,24/11/2024,grande,caminhão,225/55.17,Não,5,235.75,1178.75
Sim,Costela,97.430.286/0001-87,25/03/2023,grande,caminhão,215/60.16,Sim,6,170.21,1021.26
Sim,Aparecida,73.916.485/0001-31,15/08/2023,grande,caminhão,215/65.17,Sim,5,176.65,883.25
Não,Davi Luiz Vieira,610.927.835-12,19/06/2023,grande,caminhão,205/65.17,Não,6,233.64,1401.84
Não,Murilo Cunha,102.458.679-02,22/08/2023,grande,caminhão,215/60.17,Sim,4,150.35,601.4
Sim,Aparecida,73.916.485/0001-31,24/12/2022,medio,carro,175/75.14,Não,1,241.7,241.7
Não,Daniela Andrade,480.127.395-50,26/08/2022,medio,carro,175/65.16,Não,2,249.59,499.18
Sim,Dias e Filhos,32.097.465/0001-07,21/08/2022,medio,carro,175/75.15,Sim,4,179.0,716.0
Sim,Almeida,59.608.342/0001-31,20/05/2024,grande,caminhão,205/60.15,Não,6,236.23,1417.38
Sim,Almeida,59.608.342/0001-31,18/08/2023,medio,carro,185/65.13,Não,3,224.84,674.52
Sim,Porto Ltda.,31.502.897/0001-85,20/09/2024,grande,caminhão,225/65.17,Sim,2,178.49,356.98
Não,Sr. Thiago da Costa,437.962.108-13,12/02/2023,medio,carro,185/65.13,Sim,2,170.59,341.18
Não,Rebeca Alves,279.806.541-02,09/08/2023,medio,carro,185/65.15,Sim,4,169.59,678.36
Não,Maria Fernanda Cassiano,231.897.560-40,21/05/2023,medio,carro,165/65.16,Não,5,235.16,1175.8
Sim,Almeida,59.608.342/0001-31,28/03/2025,grande,caminhão,215/65.15,Sim,1,178.21,178.21
Sim,Costela,97.430.286/0001-87,19/09/2024,medio,carro,195/75.15,Sim,2,150.92,301.84
Não,Pedro Lucas Fernandes,283.697.514-82,15/08/2023,medio,carro,195/65.16,Sim,6,160.42,962.52
Não,Ágatha Martins,201.596.743-52,10/11/2024,grande,caminhão,205/45.16,Sim,1,165.16,165.16
Sim,Dias e Filhos,32.097.465/0001-07,15/07/2024,medio,carro,185/65.13,Não,1,208.38,208.38
Sim,Dias e Filhos,32.097.465/0001-07,03/02/2023,grande,caminhão,215/70.17,Não,5,245.25,1226.25
Sim,Aparecida,73.916.485/0001-31,28/01/2025,medio,carro,175/65.16,Sim,4,171.73,686.92
Sim,Cavalcante,65.098.174/0001-84,10/11/2023,grande,caminhão,205/60.17,Não,3,245.48,736.44
Sim,Lopes,71.095.846/0001-09,16/02/2025,grande,caminhão,215/55.17,Sim,6,157.42,944.52
Sim,Aparecida,73.916.485/0001-31,13/08/2022,medio,carro,175/65.13,Sim,6,186.01,1116.06
Não,Aylla Fogaça,758.304.629-74,28/08/2022,grande,caminhão,205/45.15,Não,2,202.17,404.34
Sim,Nascimento,04.163.295/0001-78,18/05/2024,medio,carro,175/65.16,Não,2,243.67,487.34
Não,Lucas Gabriel da Paz,283.504.619-42,09/07/2023,grande,caminhão,205/45.15,Sim,5,180.36,901.8
Sim,Cavalcante,65.098.174/0001-84,18/06/2023,medio,carro,165/75.14,Não,5,236.5,1182.5
Sim,Moreira,98.503.472/0001-61,24/12/2024,grande,caminhão,215/60.15,Sim,4,166.29,665.16
Sim,Almeida,59.608.342/0001-31,24/06/2023,medio,carro,165/65.13,Não,6,206.19,1237.14
Não,Bárbara Garcia,267.935.148-73,09/12/2024,grande,caminhão,215/70.17,Não,2,207.49,414.98
Sim,Lopes,71.095.846/0001-09,18/10/2022,grande,caminhão,215/45.15,Não,6,235.49,1412.94
Não,Eloah Rios,098.325.671-30,01/12/2023,grande,caminhão,205/60.15,Não,4,237.36,949.44
Não,Gael Siqueira,032.748.165-07,08/01/2025,medio,carro,195/65.14,Sim,6,172.71,1036.26
Não,Dr. Dom Casa Grande,679.815.240-67,24/04/2025,medio,carro,165/75.15,Sim,2,173.85,347.7
Sim,Sampaio,85.960.143/0001-06,18/08/2024,grande,caminhão,205/60.17,Não,4,221.29,885.16
Não,Stephany da Mota,597.841.362-28,07/05/2024,grande,caminhão,225/65.15,Não,5,233.69,1168.45
Não,Breno Nascimento,738.540.296-83,16/03/2025,grande,caminhão,225/55.17,Sim,6,164.55,987.3
Não,Olívia Rocha,203.681.945-15,16/08/2024,grande,caminhão,225/65.17,Não,1,216.44,216.44
Não,Stella Freitas,186.973.450-57,21/09/2024,grande,caminhão,205/55.17,Sim,6,159.57,957.42
Sim,Aparecida,73.916.485/0001-31,14/11/2024,medio,carro,165/75.15,Sim,1,184.29,184.29
Sim,Lopes,71.095.846/0001-09,23/03/2023,medio,carro,185/75.16,Não,3,227.59,682.77
Não,Enzo Araújo,150.349.782-88,31/10/2022,grande,caminhão,215/65.16,Sim,1,152.41,152.41
Sim,Moreira,98.503.472/0001-61,19/02/2024,medio,carro,195/65.15,Não,5,212.3,1061.5
Sim,Moreira,98.503.472/0001-61,30/07/2022,grande,caminhão,205/60.17,Não,2,244.13,488.26
Não,Maitê Castro,107.235.846-80,07/03/2024,grande,caminhão,215/55.17,Não,3,226.27,678.81
Não,Calebe Garcia,143.862.795-55,22/12/2024,medio,carro,195/65.14,Não,6,210.59,1263.54
Sim,Costela,97.430.286/0001-87,07/09/2024,grande,caminhão,205/45.15,Sim,3,189.74,569.22
Não,Asafe Santos,712.806.394-31,04/05/2024,medio,carro,175/75.15,Sim,6,153.82,922.92
Não,Hellena Moreira,687.259.431-46,09/08/2022,grande,caminhão,225/65.15,Não,5,202.07,1010.35
Não,Stella Cunha,327.951.846-64,22/10/2024,grande,caminhão,225/55.17,Sim,2,167.55,335.1
Sim,Almeida,59.608.342/0001-31,27/02/2023,grande,caminhão,205/65.16,Não,1,223.35,223.35
Sim,Porto Ltda.,31.502.897/0001-85,26/01/2024,medio,carro,195/65.13,Sim,6,176.01,1056.06
Não,Davi Miguel Pacheco,591.476.203-07,24/12/2023,grande,caminhão,205/55.15,Sim,3,183.53,550.59
Sim,Almeida,59.608.342/0001-31,28/06/2022,medio,carro,175/75.15,Não,3,223.58,670.74
Não,Benicio Machado,091.365.247-43,04/05/2024,grande,caminhão,215/70.17,Sim,2,161.64,323.28
Sim,Porto Ltda.,31.502.897/0001-85,22/07/2023,medio,carro,175/65.16,Sim,1,187.34,187.34
Não,Dra. Carolina Moraes,980.421.365-60,10/10/2022,grande,caminhão,215/70.16,Não,1,210.24,210.24
Sim,Porto Ltda.,31.502.897/0001-85,18/06/2024,medio,carro,195/75.13,Não,2,225.76,451.52
Não,Marcelo Castro,817.035.649-01,24/07/2024,medio,carro,175/75.14,Não,3,222.0,666.0
Sim,Cavalcante,65.098.174/0001-84,30/04/2023,grande,caminhão,225/55.16,Sim,6,169.61,1017.66
Sim,Almeida,59.608.342/0001-31,10/04/2023,medio,carro,165/75.13,Sim,3,189.41,568.23
Sim,Lopes,71.095.846/0001-09,22/05/2025,grande,caminhão,205/55.17,Sim,4,159.34,637.36
Sim,Sampaio,85.960.143/0001-06,18/10/2022,medio,carro,195/65.16,Sim,6,183.77,1102.62
Não,Sra. Liz Vieira,609.573.418-57,07/09/2022,grande,caminhão,215/55.17,Não,3,218.42,655.26
Não,Thomas Lima,384.715.692-64,10/06/2023,grande,caminhão,215/45.15,Sim,6,183.48,1100.88
Sim,Sampaio,85.960.143/0001-06,19/03/2024,medio,carro,175/65.15,Sim,6,154.96,929.76
Sim,Costela,97.430.286/0001-87,25/02/2025,medio,carro,175/65.14,Sim,3,187.58,562.74
Não,Ravy Guerra,103.429.786-40,29/12/2024,medio,carro,195/75.15,Sim,2,184.07,368.14
Sim,Almeida,59.608.342/0001-31,05/01/2023,grande,caminhão,205/60.15,Sim,4,168.83,675.32
Não,Calebe Sampaio,574.283.106-44,31/10/2022,medio,carro,165/65.13,Sim,3,185.16,555.48
Sim,Porto Ltda.,31.502.897/0001-85,06/07/2022,grande,caminhão,205/45.17,Sim,2,189.68,379.36
Não,Marcelo Moraes,960.217.438-22,17/05/2025,medio,carro,165/75.13,Sim,3,175.78,527.34
Não,Leandro Sá,492.576.081-58,20/07/2023,medio,carro,165/75.15,Não,2,247.29,494.58
Não,Cecília Cirino,812.953.460-60,11/09/2024,medio,carro,185/65.14,Sim,3,168.68,506.04
Sim,Almeida,59.608.342/0001-31,08/07/2023,grande,caminhão,205/55.17,Não,5,231.61,1158.05
Não,Hellena Monteiro,821.407.635-80,30/03/2024,medio,carro,175/65.14,Sim,6,176.78,1060.68
Sim,Lopes,71.095.846/0001-09,30/06/2022,grande,caminhão,205/65.16,Não,5,248.58,1242.9
Sim,Nascimento,04.163.295/0001-78,02/07/2024,grande,caminhão,215/65.15,Não,3,229.25,687.75
Sim,Costela,97.430.286/0001-87,26/03/2024,medio,carro,195/65.13,Sim,5,153.97,769.85
Sim,Dias e Filhos,32.097.465/0001-07,14/03/2023,medio,carro,165/65.13,Não,2,211.71,423.42
Não,Henry Gabriel Lima,476.012.389-03,06/12/2022,grande,caminhão,205/65.15,Sim,1,184.83,184.83
Não,Arthur Gabriel Viana,260.934.178-40,23/11/2023,medio,carro,185/65.14,Não,5,229.59,1147.95
Não,Dra. Lavínia Peixoto,475.206.198-85,22/05/2025,grande,caminhão,205/55.16,Sim,3,182.54,547.62
Não,Bernardo Pinto,279.860.143-69,04/11/2023,grande,caminhão,205/70.17,Não,6,230.25,1381.5
Sim,Aparecida,73.916.485/0001-31,03/05/2023,medio,carro,175/75.14,Sim,4,178.04,712.16
Não,Renan Costa,238.954.760-56,28/01/2023,grande,caminhão,205/55.17,Sim,3,159.74,479.22
Sim,Sampaio,85.960.143/0001-06,25/09/2024,medio,carro,195/75.15,Sim,1,177.03,177.03
Sim,Porto Ltda.,31.502.897/0001-85,14/08/2023,grande,caminhão,215/60.16,Não,5,240.69,1203.45
Não,Luara Fogaça,159.476.083-75,25/10/2023,grande,caminhão,205/60.16,Sim,4,151.24,604.96
Sim,Lopes,71.095.846/0001-09,08/12/2022,grande,caminhão,225/70.15,Não,3,228.86,686.58
Sim,Cavalcante,65.098.174/0001-84,12/09/2024,grande,caminhão,215/70.16,Não,2,240.95,481.9
Sim,Aparecida,73.916.485/0001-31,21/02/2024,grande,caminhão,225/45.17,Não,4,237.33,949.32
Não,Bianca Cirino,041.536.978-93,21/08/2023,grande,caminhão,215/65.17,Sim,4,181.52,726.08
Não,Thomas Borges,352.417.960-61,29/10/2023,grande,caminhão,205/60.15,Não,1,232.37,232.37
Sim,Moreira,98.503.472/0001-61,16/11/2022,medio,carro,165/75.15,Sim,3,178.81,536.43
Não,Luiz Miguel Almeida,138.940.276-22,14/08/2023,grande,caminhão,225/45.16,Sim,5,171.28,856.4
Sim,Aparecida,73.916.485/0001-31,20/03/2025,medio,carro,175/65.15,Sim,4,170.52,682.08
Sim,Aparecida,73.916.485/0001-31,13/11/2024,medio,carro,175/75.15,Sim,5,182.27,911.35
Não,Srta. Mirella Mendonça,612.435.087-44,28/02/2024,grande,caminhão,225/45.16,Sim,3,185.2,555.6
Não,Maria Clara Cunha,875.963.124-46,25/12/2024,medio,carro,185/65.14,Sim,3,185.04,555.12
Sim,Almeida,59.608.342/0001-31,31/10/2022,medio,carro,195/65.14,Sim,3,158.21,474.63
Não,Srta. Rebeca Azevedo,619.748.253-37,24/01/2023,medio,carro,185/75.16,Não,1,245.27,245.27
Não,Emilly Cardoso,204.316.598-42,09/11/2022,medio,carro,195/65.15,Sim,4,161.8,647.2
Não,Daniel Fogaça,915.874.326-09,14/02/2023,medio,carro,185/65.13,Não,6,234.89,1409.34
Não,Sr. Antony Melo,159.430.827-60,02/01/2025,medio,carro,165/75.16,Sim,2,185.8,371.6
Não,Luigi Silveira,796.508.134-20,14/04/2024,medio,carro,165/65.13,Sim,5,180.68,903.4
Não,Thomas Camargo,376.902.514-80,25/07/2022,medio,carro,185/65.15,Sim,1,180.58,180.58
Sim,Cavalcante,65.098.174/0001-84,16/03/2024,medio,carro,195/75.14,Sim,2,186.9,373.8
Sim,Nascimento,04.163.295/0001-78,21/08/2023,grande,caminhão,225/60.16,Não,4,219.95,879.8
Sim,Almeida,59.608.342/0001-31,08/05/2023,medio,carro,185/75.14,Não,3,231.24,693.72
Não,Isis Oliveira,759.482.301-04,18/03/2025,grande,caminhão,215/60.17,Sim,4,157.26,629.04
Não,Enzo da Costa,149.380.752-88,05/10/2024,grande,caminhão,225/65.16,Sim,1,182.7,182.7
Não,Rodrigo Pires,057.384.261-26,02/11/2022,medio,carro,195/75.15,Sim,2,171.93,343.86
Não,Thomas da Rocha,803.264.957-38,28/05/2025,medio,carro,165/65.14,Sim,3,164.38,493.14
Não,Henry Pires,108.654.973-20,01/09/2024,medio,carro,175/75.14,Sim,5,181.21,906.05
Sim,Aparecida,73.916.485/0001-31,06/04/2023,medio,carro,165/65.13,Sim,1,162.99,162.99
Sim,Cavalcante,65.098.174/0001-84,09/11/2024,grande,caminhão,225/70.15,Sim,5,166.16,830.8
Não,Vicente Aparecida,542.916.308-24,29/11/2024,grande,caminhão,205/45.16,Não,2,216.82,433.64
Sim,Lopes,71.095.846/0001-09,22/06/2024,grande,caminhão,205/55.16,Não,2,249.89,499.78
Não,Larissa Araújo,619.207.354-61,12/08/2024,grande,caminhão,225/45.15,Sim,4,184.29,737.16
Não,Maria Eduarda Pires,869.312.740-31,16/06/2022,medio,carro,195/65.16,Sim,1,174.18,174.18
Sim,Porto Ltda.,31.502.897/0001-85,06/09/2024,grande,caminhão,225/70.16,Não,5,205.49,1027.45
Sim,Porto Ltda.,31.502.897/0001-85,25/05/2024,medio,carro,195/75.13,Não,4,228.71,914.84
Sim,Dias e Filhos,32.097.465/0001-07,16/11/2024,grande,caminhão,205/65.17,Não,1,242.04,242.04
Sim,Lopes,71.095.846/0001-09,09/05/2024,grande,caminhão,205/45.17,Não,4,249.98,999.92
Sim,Porto Ltda.,31.502.897/0001-85,21/09/2022,medio,carro,195/75.13,Não,5,209.14,1045.7
Não,Benjamim Pires,208.156.437-80,16/10/2022,grande,caminhão,205/70.17,Sim,2,184.65,369.3
Não,Augusto Vieira,489.601.725-02,18/01/2024,grande,caminhão,205/55.16,Não,4,226.93,907.72
Não,Srta. Olivia Nunes,175.462.038-80,12/01/2024,medio,carro,175/75.13,Sim,6,165.06,990.36
Sim,Aparecida,73.916.485/0001-31,18/09/2024,medio,carro,185/75.15,Não,3,243.97,731.91
Não,Dra. Laís Oliveira,087.415.362-07,07/05/2025,medio,carro,185/65.15,Não,4,241.56,966.24
Sim,Sampaio,85.960.143/0001-06,18/05/2024,medio,carro,165/65.15,Não,2,246.43,492.86
Sim,Cavalcante,65.098.174/0001-84,16/03/2025,grande,caminhão,215/65.17,Não,2,219.68,439.36
Sim,Nascimento,04.163.295/0001-78,28/10/2024,medio,carro,165/65.14,Não,2,215.6,431.2
Sim,Aparecida,73.916.485/0001-31,11/03/2024,medio,carro,185/75.14,Sim,3,161.87,485.61
Sim,Costela,97.430.286/0001-87,01/11/2022,grande,caminhão,205/55.15,Sim,6,186.05,1116.3
Não,Rafaela Montenegro,469.230.185-60,05/05/2024,medio,carro,185/75.16,Não,4,236.65,946.6
Sim,Almeida,59.608.342/0001-31,14/03/2024,grande,caminhão,215/45.15,Sim,6,182.84,1097.04
Sim,Cavalcante,65.098.174/0001-84,10/12/2022,medio,carro,175/75.15,Não,6,230.62,1383.72
Não,Sr. Ravi Lucca Albuquerque,740.352.816-62,26/03/2025,grande,caminhão,225/65.16,Não,6,204.94,1229.64
Sim,Lopes,71.095.846/0001-09,08/12/2024,medio,carro,175/65.14,Não,4,242.69,970.76
Não,Vinicius Vargas,137.920.468-22,08/12/2022,grande,caminhão,225/55.17,Sim,2,187.94,375.88
Sim,Almeida,59.608.342/0001-31,28/09/2023,grande,caminhão,215/60.16,Sim,4,170.97,683.88
Não,Isabelly Monteiro,250.176.948-11,28/11/2023,grande,caminhão,215/55.17,Não,2,235.86,471.72
Não,Srta. Agatha da Cunha,425.760.391-70,11/07/2023,grande,caminhão,215/65.17,Sim,3,151.73,455.19
Sim,Dias e Filhos,32.097.465/0001-07,19/10/2024,grande,caminhão,215/70.17,Sim,5,184.61,923.05
Sim,Sampaio,85.960.143/0001-06,29/10/2024,grande,caminhão,205/65.15,Sim,5,173.2,866.0
Não,João Guilherme da Costa,857.461.923-09,24/09/2022,medio,carro,175/65.13,Sim,1,184.05,184.05
Sim,Moreira,98.503.472/0001-61,09/11/2022,grande,caminhão,215/70.17,Sim,2,173.89,347.78
Sim,Cavalcante,65.098.174/0001-84,27/03/2023,medio,carro,185/75.16,Sim,3,154.0,462.0
Não,Dr. Gustavo Henrique Abreu,714.052.689-30,02/12/2024,medio,carro,185/75.14,Sim,4,180.56,722.24
Não,Amanda Rocha,165.479.382-55,04/04/2025,grande,caminhão,225/60.17,Não,3,242.15,726.45
Sim,Moreira,98.503.472/0001-61,07/05/2025,grande,caminhão,205/45.16,Sim,6,177.62,1065.72
Não,Heitor Almeida,814.073.529-97,09/02/2023,grande,caminhão,215/45.17,Sim,1,175.87,175.87
Sim,Almeida,59.608.342/0001-31,23/09/2023,medio,carro,185/65.14,Sim,3,163.88,491.64
Sim,Porto Ltda.,31.502.897/0001-85,17/09/2022,grande,caminhão,215/45.15,Não,6,212.43,1274.58
Sim,Nascimento,04.163.295/0001-78,30/10/2024,grande,caminhão,225/65.17,Sim,1,189.01,189.01
Não,Bryan Garcia,634.528.071-26,05/10/2023,grande,caminhão,225/65.15,Sim,5,177.55,887.75
Não,Francisco Casa Grande,294.175.063-07,01/02/2025,medio,carro,185/65.15,Não,2,202.43,404.86
Sim,Costela,97.430.286/0001-87,24/12/2022,medio,carro,185/75.16,Sim,1,176.01,176.01
Sim,Costela,97.430.286/0001-87,26/09/2023,grande,caminhão,205/70.15,Não,3,209.55,628.65
Sim,Sampaio,85.960.143/0001-06,08/04/2024,grande,caminhão,225/60.15,Sim,1,156.26,156.26
Não,Anthony Gabriel Pacheco,896.427.053-38,13/01/2024,grande,caminhão,215/55.16,Não,1,230.0,230.0
Não,Dr. Francisco Teixeira,069.321.584-42,18/07/2024,medio,carro,165/65.13,Não,5,224.19,1120.95
Não,Diego Almeida,572.916.408-49,05/10/2024,grande,caminhão,215/60.16,Não,2,212.7,425.4
Sim,Lopes,71.095.846/0001-09,09/04/2024,grande,caminhão,225/65.16,Sim,6,150.38,902.28
Não,Augusto Nascimento,178.605.923-12,10/11/2022,medio,carro,185/75.13,Não,4,242.92,971.68
Não,Benjamin Rodrigues,298.361.540-51,26/04/2024,grande,caminhão,225/60.16,Sim,6,169.83,1018.98
Não,João Miguel Oliveira,936.714.025-80,19/08/2024,grande,caminhão,225/70.16,Sim,6,158.55,951.3
Sim,Nascimento,04.163.295/0001-78,22/01/2023,grande,caminhão,215/70.17,Sim,3,172.53,517.59
Não,Alexia Alves,598.103.472-60,03/07/2022,grande,caminhão,225/70.15,Sim,6,184.16,1104.96
Sim,Nascimento,04.163.295/0001-78,19/01/2025,grande,caminhão,225/60.16,Não,2,209.89,419.78
Sim,Dias e Filhos,32.097.465/0001-07,09/09/2022,medio,carro,165/65.13,Sim,2,178.72,357.44
Sim,Aparecida,73.916.485/0001-31,18/09/2024,grande,caminhão,205/45.15,Não,1,223.89,223.89
Não,Davi Lucca Silveira,195.364.207-16,09/02/2023,medio,carro,175/75.15,Não,5,237.24,1186.2
Sim,Moreira,98.503.472/0001-61,01/05/2023,grande,caminhão,225/70.16,Sim,4,175.03,700.12
Não,Sr. Léo Guerra,125.760.894-02,07/09/2024,medio,carro,185/65.14,Sim,2,150.19,300.38
Não,Rhavi Fernandes,506.817.294-49,25/01/2024,grande,caminhão,225/65.15,Não,1,244.44,244.44
Não,Rafaela Moura,391.276.458-19,10/07/2023,medio,carro,165/75.16,Não,2,222.22,444.44
Sim,Dias e Filhos,32.097.465/0001-07,05/12/2023,grande,caminhão,225/55.16,Não,3,217.23,651.69
Não,Lucca Gomes,715.298.064-02,21/03/2024,grande,caminhão,215/60.15,Não,4,238.68,954.72
Não,Eduardo Santos,785.602.341-44,24/06/2022,medio,carro,185/65.14,Sim,5,171.11,855.55
Sim,Costela,97.430.286/0001-87,28/02/2023,medio,carro,185/75.16,Não,5,202.11,1010.55
Sim,Moreira,98.503.472/0001-61,23/02/2023,medio,carro,185/65.14,Sim,6,185.48,1112.88
Não,Gustavo Aragão,831.954.206-51,30/03/2023,grande,caminhão,225/45.16,Sim,6,174.03,1044.18
Não,Gabrielly Araújo,694.703.218-04,15/08/2022,grande,caminhão,205/65.16,Sim,4,167.39,669.56
Sim,Costela,97.430.286/0001-87,04/10/2022,grande,caminhão,215/70.17,Não,4,200.38,801.52
Sim,Costela,97.430.286/0001-87,15/07/2024,medio,carro,185/75.14,Sim,6,180.87,1085.22
Sim,Moreira,98.503.472/0001-61,20/11/2023,medio,carro,175/65.13,Sim,5,175.33,876.65
Não,Luiz Miguel Rios,348.719.052-41,25/05/2024,medio,carro,175/75.14,Não,6,247.82,1486.92
Sim,Sampaio,85.960.143/0001-06,12/04/2025,grande,caminhão,225/70.16,Não,6,231.95,1391.7
Sim,Aparecida,73.916.485/0001-31,29/01/2023,medio,carro,165/75.15,Não,4,213.14,852.56
Não,Pietro Costa,895.231.647-91,24/02/2023,grande,caminhão,205/60.16,Sim,3,159.76,479.28
Sim,Aparecida,73.916.485/0001-31,12/04/2024,medio,carro,185/75.16,Sim,2,182.33,364.66
Sim,Costela,97.430.286/0001-87,16/08/2024,grande,caminhão,205/70.17,Sim,4,153.61,614.44
Sim,Porto Ltda.,31.502.897/0001-85,08/12/2022,grande,caminhão,225/55.17,Não,1,207.86,207.86
Sim,Moreira,98.503.472/0001-61,08/06/2025,grande,caminhão,215/70.16,Não,6,222.32,1333.92
Não,Daniela Casa Grande,463.850.971-10,02/01/2024,medio,carro,175/75.13,Sim,2,161.58,323.16
Sim,Porto Ltda.,31.502.897/0001-85,28/12/2024,medio,carro,185/65.14,Não,1,204.78,204.78
Sim,Porto Ltda.,31.502.897/0001-85,16/03/2024,grande,caminhão,205/55.16,Não,3,217.23,651.69
Sim,Sampaio,85.960.143/0001-06,08/06/2023,medio,carro,185/75.13,Sim,6,155.76,934.56
Sim,Costela,97.430.286/0001-87,08/07/2023,medio,carro,165/75.16,Sim,2,183.14,366.28
Não,Ana Cecília Sá,197.356.408-48,14/09/2023,grande,caminhão,225/45.17,Não,3,242.8,728.4
Não,Ravi Lucca Fogaça,213.704.589-32,05/03/2024,grande,caminhão,205/45.16,Não,5,231.66,1158.3
Não,Clarice da Mota,073.418.962-13,12/06/2024,grande,caminhão,225/60.17,Não,2,208.23,416.46
Não,Ryan da Cunha,032.976.184-69,06/12/2024,medio,carro,165/65.13,Sim,4,156.63,626.52
Sim,Sampaio,85.960.143/0001-06,25/11/2023,medio,carro,185/65.14,Não,1,204.15,204.15
Não,Dante Nogueira,746.328.091-87,17/02/2024,medio,carro,195/65.14,Não,6,219.96,1319.76
